identifier,runeName,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,abilities,abilityOperators,abilityTexts,abilityUnits,enhanceValues1,enhanceValues2,enhanceCosts,aura,icon,isTutorialRune,h
Epic_1d_spellheal_fightingSpirit,Epic Rune of the Wanderer,dragon,normal,,,4,spellHealingIncreaseModifier_fightingSpirit,+,Increase Fighting Spirit Healing,%,0.01|0.023|0.037|0.05,,12500|19600|31600,attackWhelp,rune_healingMark_strength_03.png,,
Legendary_1d_spellheal_fightingSpirit_2d_atk_hunter,Legendary Rune of the Wanderer,dragon,normal,,,5,spellHealingIncreaseModifier_fightingSpirit|dragonClassAttackModifier_hunter,+|+,Increase Fighting Spirit Healing|Increase Hunter Attack,%|%,0.05|0.063|0.075|0.088|0.1,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,attackWhelp,rune_healingMark_strength_04.png,,
Mythic_1d_spellheal_fightingSpirit_2d_atk_hunter_Event,Mythic Glyph of the Wanderer,dragon,event,,,6,spellHealingIncreaseModifier_fightingSpirit|dragonClassAttackModifier_hunter,+|+,Increase Fighting Spirit Healing|Increase Hunter Attack,%|%,0.1|0.12|0.14|0.16|0.18|0.2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_healingMark_strength_05_event.png,,
Epic_1d_spelldur_moltenBarrier,Epic Rune of Magma,dragon,normal,,,4,spellDurationModifier_moltenBarrier,+,Increase Molten Barrier Duration,s,0.25|0.333|0.417|0.5,,12500|19600|31600,defenseWhelp,rune_invincibility_duration_03.png,,
Legendary_1d_spelldur_moltenBarrier_2d_atk_warrior,Legendary Rune of Magma,dragon,normal,,,5,spellDurationModifier_moltenBarrier|dragonClassAttackModifier_warrior,+|+,Increase Molten Barrier Duration|Increase Warrior Attack,s|%,0.5|0.563|0.625|0.688|0.75,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,defenseWhelp,rune_invincibility_duration_04.png,,
Mythic_1d_spelldur_moltenBarrier_2d_atk_warrior_Event,Mythic Glyph of Magma,dragon,event,,,6,spellDurationModifier_moltenBarrier|dragonClassAttackModifier_warrior,+|+,Increase Molten Barrier Duration|Increase Warrior Attack,s|%,0.75|0.8|0.85|0.9|0.95|1,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Epic_1d_spellheal_foxfireBolt,Epic Rune of Trickery,dragon,normal,,,4,spellHealingIncreaseModifier_foxfireBolt,+,Increase Foxfire Bolt Healing,%,0.05|0.067|0.083|0.1,,12500|19600|31600,defenseWhelp,rune_chainLightning_utility_03.png,,
Legendary_1d_spellheal_foxfireBolt_2d_hp_sorcerer,Legendary Rune of Trickery,dragon,normal,,,5,spellHealingIncreaseModifier_foxfireBolt|dragonClassHPModifier_sorcerer,+|+,Increase Foxfire Bolt Healing|Increase Sorcerer HP,%|%,0.1|0.113|0.125|0.138|0.15,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,defenseWhelp,rune_chainLightning_utility_04.png,,
Mythic_1d_spellheal_foxfireBolt_2d_hp_sorcerer_Event,Mythic Glyph of Trickery,dragon,event,,,6,spellHealingIncreaseModifier_foxfireBolt|dragonClassHPModifier_sorcerer,+|+,Increase Foxfire Bolt Healing|Increase Sorcerer HP,%|%,0.15|0.17|0.19|0.21|0.23|0.25,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_chainLightning_utility_05_event.png,,
Epic_1d_spelldmg_scatter,Epic Rune of Blossoms,dragon,normal,,,4,spellDamageIncreaseModifier_scatter,+,Increase Scatter Explosion Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,defenseWhelp,rune_cloak_duration_03.png,,
Legendary_1d_spelldmg_scatter_2d_atk_hunter,Legendary Rune of Blossoms,dragon,normal,,,5,spellDamageIncreaseModifier_scatter|dragonClassAttackModifier_hunter,+|+,Increase Scatter Explosion Damage|Increase Hunter Attack,%|%,0.1|0.113|0.125|0.138|0.15,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,defenseWhelp,rune_cloak_duration_04.png,,
Mythic_1d_spelldmg_scatter_2d_atk_hunter_Event,Mythic Glyph of Blossoms,dragon,event,,,6,spellDamageIncreaseModifier_scatter|dragonClassAttackModifier_hunter,+|+,Increase Scatter Explosion Damage|Increase Hunter Attack,%|%,0.15|0.17|0.19|0.21|0.23|0.25,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_cloak_duration_05_event.png,,
Common_1t_hp_earthflak,Common Earth Flak HP,monument,normal,,,0,buildingHPModifier_elementalFlakEarth,+,Increase Earth Flak Tower HP,%,0.005|0.01,,500,monumentStorm,rune_flakEarth_HP_01.png,,
Common_1t_atk_earthflak,Common Earth Flak Attack,monument,normal,,,0,buildingAttackModifier_elementalFlakEarth,+,Increase Earth Flak Tower Attack,%,0.005|0.01,,500,monumentStorm,rune_flakEarth_damage_01.png,,
Rare_1t_hp_earthflak,Rare Earth Flak HP,monument,normal,,,3,buildingHPModifier_elementalFlakEarth,+,Increase Earth Flak Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakEarth_HP_02.png,,
Rare_1t_atk_earthflak,Rare Earth Flak Attack,monument,normal,,,3,buildingAttackModifier_elementalFlakEarth,+,Increase Earth Flak Tower Attack,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakEarth_damage_02.png,,
Epic_1t_hp_earthflak_2t_atkspd_earthflak,Epic Earth Flak HP,monument,normal,,,4,buildingHPModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower HP|Increase Earth Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakEarth_HP_03.png,,
Epic_1t_atk_earthflak_2t_atkspd_earthflak,Epic Earth Flak Attack,monument,normal,,,4,buildingAttackModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower Attack|Increase Earth Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakEarth_damage_03.png,,
Legendary_1t_hp_earthflak_2t_atkspd_earthflak,Legendary Earth Flak HP,monument,normal,,,5,buildingHPModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower HP|Increase Earth Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakEarth_HP_04.png,,
Legendary_1t_atk_earthflak_2t_atkspd_earthflak,Legendary Earth Flak Attack,monument,normal,,,5,buildingAttackModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower Attack|Increase Earth Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakEarth_damage_04.png,,
Mythic_1t_hp_earthflak_2t_atkspd_earthflak,Mythic Earth Flak HP,monument,normal,,,6,buildingHPModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower HP|Increase Earth Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakEarth_HP_05.png,,
Mythic_1t_atk_earthflak_2t_atkspd_earthflak,Mythic Earth Flak Attack,monument,normal,,,6,buildingAttackModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower Attack|Increase Earth Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakEarth_damage_05.png,,
Common_1t_hp_earthflak_Event,Common Earth Flak HP Glyph,monument,event,,,0,buildingHPModifier_elementalFlakEarth,+,Increase Earth Flak Tower HP,%,0.005|0.01,,500,monumentStorm,rune_flakEarth_HP_01_event.png,,
Common_1t_atk_earthflak_Event,Common Earth Flak Attack Glyph,monument,event,,,0,buildingAttackModifier_elementalFlakEarth,+,Increase Earth Flak Tower Attack,%,0.005|0.01,,500,monumentStorm,rune_flakEarth_damage_01_event.png,,
Rare_1t_hp_earthflak_Event,Rare Earth Flak HP Glyph,monument,event,,,3,buildingHPModifier_elementalFlakEarth,+,Increase Earth Flak Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakEarth_HP_02_event.png,,
Rare_1t_atk_earthflak_Event,Rare Earth Flak Attack Glyph,monument,event,,,3,buildingAttackModifier_elementalFlakEarth,+,Increase Earth Flak Tower Attack,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakEarth_damage_02_event.png,,
Epic_1t_hp_earthflak_2t_atkspd_earthflak_Event,Epic Earth Flak HP Glyph,monument,event,,,4,buildingHPModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower HP|Increase Earth Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakEarth_HP_03_event.png,,
Epic_1t_atk_earthflak_2t_atkspd_earthflak_Event,Epic Earth Flak Attack Glyph,monument,event,,,4,buildingAttackModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower Attack|Increase Earth Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakEarth_damage_03_event.png,,
Legendary_1t_hp_earthflak_2t_atkspd_earthflak_Event,Legendary Earth Flak HP Glyph,monument,event,,,5,buildingHPModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower HP|Increase Earth Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakEarth_HP_04_event.png,,
Legendary_1t_atk_earthflak_2t_atkspd_earthflak_Event,Legendary Earth Flak Attack Glyph,monument,event,,,5,buildingAttackModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower Attack|Increase Earth Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakEarth_damage_04_event.png,,
Mythic_1t_hp_earthflak_2t_atkspd_earthflak_Event,Mythic Earth Flak HP Glyph,monument,event,,,6,buildingHPModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower HP|Increase Earth Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakEarth_HP_05_event.png,,
Mythic_1t_atk_earthflak_2t_atkspd_earthflak_Event,Mythic Earth Flak Attack Glyph,monument,event,,,6,buildingAttackModifier_elementalFlakEarth|attacksPerSecondBuildingModifier_elementalFlakEarth,+|+,Increase Earth Flak Tower Attack|Increase Earth Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakEarth_damage_05_event.png,,
Common_1t_hp_windflak,Common Electro Flak HP,monument,normal,,,0,buildingHPModifier_elementalFlakWind,+,Increase Electro Flak Tower HP,%,0.005|0.01,,500,monumentStorm,rune_flakLightning_HP_01.png,,
Common_1t_atk_windflak,Common Electro Flak Attack,monument,normal,,,0,buildingAttackModifier_elementalFlakWind,+,Increase Electro Flak Tower Attack,%,0.005|0.01,,500,monumentStorm,rune_flakLightning_damage_01.png,,
Rare_1t_hp_windflak,Rare Electro Flak HP,monument,normal,,,3,buildingHPModifier_elementalFlakWind,+,Increase Electro Flak Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakLightning_HP_02.png,,
Rare_1t_atk_windflak,Rare Electro Flak Attack,monument,normal,,,3,buildingAttackModifier_elementalFlakWind,+,Increase Electro Flak Tower Attack,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakLightning_damage_02.png,,
Epic_1t_hp_windflak_2t_atkspd_windflak,Epic Electro Flak HP,monument,normal,,,4,buildingHPModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower HP|Increase Electro Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakLightning_HP_03.png,,
Epic_1t_atk_windflak_2t_atkspd_windflak,Epic Electro Flak Attack,monument,normal,,,4,buildingAttackModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower Attack|Increase Electro Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakLightning_damage_03.png,,
Legendary_1t_hp_windflak_2t_atkspd_windflak,Legendary Electro Flak HP,monument,normal,,,5,buildingHPModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower HP|Increase Electro Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakLightning_HP_04.png,,
Legendary_1t_atk_windflak_2t_atkspd_windflak,Legendary Electro Flak Attack,monument,normal,,,5,buildingAttackModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower Attack|Increase Electro Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakLightning_damage_04.png,,
Mythic_1t_hp_windflak_2t_atkspd_windflak,Mythic Electro Flak HP,monument,normal,,,6,buildingHPModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower HP|Increase Electro Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakLightning_HP_05.png,,
Mythic_1t_atk_windflak_2t_atkspd_windflak,Mythic Electro Flak Attack,monument,normal,,,6,buildingAttackModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower Attack|Increase Electro Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakLightning_damage_05.png,,
Common_1t_hp_windflak_Event,Common Electro Flak HP Glyph,monument,event,,,0,buildingHPModifier_elementalFlakWind,+,Increase Electro Flak Tower HP,%,0.005|0.01,,500,monumentStorm,rune_flakLightning_HP_01_event.png,,
Common_1t_atk_windflak_Event,Common Electro Flak Attack Glyph,monument,event,,,0,buildingAttackModifier_elementalFlakWind,+,Increase Electro Flak Tower Attack,%,0.005|0.01,,500,monumentStorm,rune_flakLightning_damage_01_event.png,,
Rare_1t_hp_windflak_Event,Rare Electro Flak HP Glyph,monument,event,,,3,buildingHPModifier_elementalFlakWind,+,Increase Electro Flak Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakLightning_HP_02_event.png,,
Rare_1t_atk_windflak_Event,Rare Electro Flak Attack Glyph,monument,event,,,3,buildingAttackModifier_elementalFlakWind,+,Increase Electro Flak Tower Attack,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_flakLightning_damage_02_event.png,,
Epic_1t_hp_windflak_2t_atkspd_windflak_Event,Epic Electro Flak HP Glyph,monument,event,,,4,buildingHPModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower HP|Increase Electro Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakLightning_HP_03_event.png,,
Epic_1t_atk_windflak_2t_atkspd_windflak_Event,Epic Electro Flak Attack Glyph,monument,event,,,4,buildingAttackModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower Attack|Increase Electro Flak Attack Speed,%|%,0.01|0.013|0.017|0.02,0.008|0.011|0.011|0.011,12500|19600|31600,monumentStorm,rune_flakLightning_damage_03_event.png,,
Legendary_1t_hp_windflak_2t_atkspd_windflak_Event,Legendary Electro Flak HP Glyph,monument,event,,,5,buildingHPModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower HP|Increase Electro Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakLightning_HP_04_event.png,,
Legendary_1t_atk_windflak_2t_atkspd_windflak_Event,Legendary Electro Flak Attack Glyph,monument,event,,,5,buildingAttackModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower Attack|Increase Electro Flak Attack Speed,%|%,0.01|0.015|0.02|0.025|0.03,0.011|0.013|0.016|0.016|0.016,62500|96400|151000|241000,monumentStorm,rune_flakLightning_damage_04_event.png,,
Mythic_1t_hp_windflak_2t_atkspd_windflak_Event,Mythic Electro Flak HP Glyph,monument,event,,,6,buildingHPModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower HP|Increase Electro Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakLightning_HP_05_event.png,,
Mythic_1t_atk_windflak_2t_atkspd_windflak_Event,Mythic Electro Flak Attack Glyph,monument,event,,,6,buildingAttackModifier_elementalFlakWind|attacksPerSecondBuildingModifier_elementalFlakWind,+|+,Increase Electro Flak Tower Attack|Increase Electro Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakLightning_damage_05_event.png,,
Epic_1d_spelldmg_sandblast,Epic Rune of the Shore,dragon,normal,,,4,spellDamageIncreaseModifier_sandblast,+,Increase Sand Blast Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_freeze_duration_03.png,,
Legendary_1d_spelldmg_sandblast_2d_hp_sorcerer,Legendary Rune of the Shore,dragon,normal,,,5,spellDamageIncreaseModifier_sandblast|dragonClassHPModifier_sorcerer,+|+,Increase Sand Blast Damage|Increase Sorcerer HP,%|%,0.1|0.113|0.125|0.138|0.15,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,attackWhelp,rune_freeze_duration_04.png,,
Mythic_1d_spelldmg_sandblast_2d_hp_sorcerer_Event,Mythic Glyph of the Shore,dragon,event,,,6,spellDamageIncreaseModifier_sandblast|dragonClassHPModifier_sorcerer,+|+,Increase Sand Blast Damage|Increase Sorcerer HP,%|%,0.15|0.16|0.17|0.18|0.19|0.2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Epic_1d_spelldur_enshroud_scorpa,Epic Rune of Venom,dragon,normal,,,4,spellDurationModifier_enshroud,+,Increase Enshroud Duration,s,1|1.167|1.333|1.5,,12500|19600|31600,attackWhelp,rune_cloak_duration_03.png,,
Legendary_1d_spelldur_enshroud_2d_atk_hunter_scorpa,Legendary Rune of Venom,dragon,normal,,,5,spellDurationModifier_enshroud|dragonClassAttackModifier_hunter,+|+,Increase Enshroud Duration|Increase Hunter Attack,s|%,1.5|1.625|1.75|1.875|2,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,attackWhelp,rune_cloak_duration_04.png,,
Mythic_1d_spelldur_enshroud_2d_atk_hunter_scorpa_Event,Mythic Glyph of Venom,dragon,event,,,6,spellDurationModifier_enshroud|dragonClassAttackModifier_hunter,+|+,Increase Enshroud Duration|Increase Hunter Attack,s|%,2|2.1|2.2|2.3|2.4|2.5,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_cloak_duration_05_event.png,,
Epic_1t_spellcd_regenerate_meglok,Epic Rune of Predation,dragon,normal,,,4,spellCooldownDecreaseModifier_regenerate,-,Decrease Regenerate Cooldown,s,0.1|0.15|0.2|0.25,,12500|19600|31600,defenseWhelp,rune_rejuvenate_defense_03.png,,
Legendary_1t_spellcd_regenerate_2d_hp_warrior_meglok,Legendary Rune of Predation,dragon,normal,,,5,spellCooldownDecreaseModifier_regenerate|dragonClassHPModifier_warrior,-|+,Decrease Regenerate Cooldown|Increase Warrior HP,s|%,0.25|0.313|0.375|0.438|0.5,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,defenseWhelp,rune_rejuvenate_defense_04.png,,
Mythic_1t_spellcd_regenerate_2d_hp_warrior_meglok_Event,Mythic Glyph of Predation,dragon,event,,,6,spellCooldownDecreaseModifier_regenerate|dragonClassHPModifier_warrior,-|+,Decrease Regenerate Cooldown|Increase Warrior HP,s|%,0.5|0.6|0.7|0.8|0.9|1,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_rejuvenate_defense_05_event.png,,
Epic_1t_spelldur_rampage,Epic Rune of the Wind's Song,dragon,normal,,,4,spellDurationModifier_rampage,+,Increase Rampage Duration,s,0.1|0.15|0.2|0.25,,12500|19600|31600,attackWhelp,rune_rage_strength_03.png,,
Legendary_1t_spelldur_rampage_2d_atk_warrior,Legendary Rune of the Wind's Song,dragon,normal,,,5,spellDurationModifier_rampage|dragonClassAttackModifier_warrior,+|+,Increase Rampage Duration|Increase Warrior Attack,s|%,0.25|0.313|0.375|0.438|0.5,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,attackWhelp,rune_rage_strength_04.png,,
Mythic_1t_spelldur_rampage_2d_atk_warrior_Event,Mythic Glyph of the Wind's Song,dragon,event,,,6,spellDurationModifier_rampage|dragonClassAttackModifier_warrior,+|+,Increase Rampage Duration|Increase Warrior Attack,s|%,0.5|0.6|0.7|0.8|0.9|1,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_rage_strength_05_event.png,,
