identifier,possibleOutcomeDistribution,h
deck3613,T6C1SFdragon:28|T6C1SIdragon:3|T6C3HIdragon:2|T7C1HFdragon:3|T7C1SIdragon:3,
deck3614,T6C1SIdragon:33|T6C3HIdragon:2|T6C3SDdragon:2|T7C1SIdragon:3,
deck3615,T6C3SEdragon:29|T7C1SIdragon:3|T7C2SEdragon:4|T7C2WIdragon:4,
deck3616,T7C1SIdragon:4,
deck3617,T7C1SIdragon:4,
deck3618,T7C1SIdragon:36|T7C2WIdragon:4,
deck3619,T6C3HIdragon:31|T6C3SDdragon:2|T7C1SIdragon:3|T7C2HDdragon:4,
deck3620,T5C3WFdragon:26|T6C1SFdragon:3|T6C1WIdragon:3|T6C1SIdragon:3|T6C1WFdragon:3|T6C3WFdragon:2,
deck3621,T5C3SIdragon:29|T6C1HEdragon:3|T6C1SIdragon:3|T6C3HIdragon:2|T6C3SEdragon:2,
deck3622,T5C3SDdragon:27|T5C3SIdragon:3|T6C1WDdragon:3|T6C1WIdragon:3|T6C1SIdragon:3|T6C3SDdragon:2,
deck3623,T5C3SIdragon:34|T6C1WIdragon:3|T6C1SIdragon:3,
deck3624,T5C3SIdragon:34|T6C1SFdragon:3|T6C1SIdragon:3,
deck3625,T5C3HUdragon:27|T5C3SIdragon:3|T6C1SIdragon:3|T6C2HUdragon:3|T6C3HIdragon:2|T6C3HUdragon:2,
deck3626,T6C1SIdragon:35|T6C3HIdragon:2|T7C1SIdragon:3,
deck3627,T6C1SIdragon:29|T6C2HUdragon:3|T6C3HIdragon:2|T6C3HUdragon:2|T7C1SIdragon:3,
deck3628,T6C1SFdragon:25|T6C1WIdragon:3|T6C1SIdragon:3|T6C1WFdragon:3|T6C3WFdragon:2|T7C1SIdragon:3,
deck3629,T6C1SIdragon:35|T6C3SDdragon:2|T7C1SIdragon:3,
deck3630,T6C1SIdragon:35|T6C3SEdragon:2|T7C1SIdragon:3,
deck3631,T6C1WDdragon:25|T6C1WIdragon:3|T6C1SIdragon:3|T6C3SDdragon:2|T7C1SIdragon:3|T7C1WDdragon:3,
deck3632,T6C1SIdragon:37|T7C1SIdragon:3,
deck3633,T6C1SFdragon:28|T6C1SIdragon:3|T6C3HIdragon:2|T7C1HFdragon:3|T7C1SIdragon:3,
deck3634,T6C1SIdragon:36|T7C2WIdragon:4,
deck3635,T6C3SEdragon:33|T7C1SIdragon:3|T7C2SEdragon:4,
deck3636,T6C3HIdragon:29|T7C1HFdragon:3|T7C1SIdragon:3|T7C2HFdragon:4,
deck3637,T6C3HIdragon:31|T6C3SDdragon:2|T7C1SIdragon:3|T7C2HDdragon:4,
deck3638,T6C3SEdragon:29|T7C1SIdragon:3|T7C2SEdragon:4|T7C2WIdragon:4,
deck3639,T7C1SIdragon:4,
deck3640,T7C1SIdragon:4,
deck3641,T7C1SIdragon:36|T7C2WIdragon:4,
deck3642,T6C3HIdragon:31|T6C3SDdragon:2|T7C1SIdragon:3|T7C2HDdragon:4,
deck3643,T5C3HFdragon:26|T5C3WEdragon:3|T5C3WFdragon:3|T6C1HEdragon:3|T6C1WFdragon:3|T6C3WFdragon:2,
deck3644,T5C3WFdragon:32|T6C1WDdragon:3|T6C1WFdragon:3|T6C3WFdragon:2,
deck3645,T5C3WFdragon:32|T6C1WIdragon:3|T6C1WFdragon:3|T6C3WFdragon:2,
deck3646,T5C3WFdragon:32|T6C1SFdragon:3|T6C1WFdragon:3|T6C3WFdragon:2,
deck3647,T5C3HUdragon:27|T5C3WFdragon:3|T6C1WFdragon:3|T6C2HUdragon:3|T6C3HUdragon:2|T6C3WFdragon:2,
deck3648,T6C1WIdragon:29|T6C1WFdragon:3|T6C3HIdragon:2|T6C3WFdragon:2|T7C1HFdragon:3,
deck3649,T6C1WFdragon:29|T6C2HUdragon:3|T6C3HUdragon:2|T6C3WFdragon:2|T7C1HFdragon:3,
deck3650,T6C1WFdragon:38|T6C3WFdragon:2,
deck3651,T6C1SFdragon:27|T6C1WDdragon:3|T6C1WFdragon:3|T6C3SDdragon:2|T6C3WFdragon:2|T7C1WDdragon:3,
deck3652,T6C1SFdragon:33|T6C1WFdragon:3|T6C3SEdragon:2|T6C3WFdragon:2,
deck3653,T6C1WDdragon:31|T6C1WFdragon:3|T6C3WFdragon:2|T7C1WDdragon:3,
deck3654,T6C1SFdragon:25|T6C1WIdragon:3|T6C1SIdragon:3|T6C1WFdragon:3|T6C3WFdragon:2|T7C1SIdragon:3,
deck3655,T6C1WFdragon:35|T6C3WFdragon:2|T7C1HFdragon:3,
deck3656,T6C3WFdragon:36|T7C2WIdragon:4,
deck3657,T6C3SEdragon:34|T6C3WFdragon:2|T7C2SEdragon:4,
deck3658,T6C3WFdragon:33|T7C1HFdragon:3|T7C2HFdragon:4,
deck3659,T6C3WFdragon:25|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C2HFdragon:4,
deck3660,T6C3WFdragon:4,
deck3661,T6C3WFdragon:4,
deck3662,T6C3WFdragon:33|T7C1SIdragon:3|T7C2WIdragon:4,
deck3663,T6C3WFdragon:36|T7C2WIdragon:4,
deck3664,T6C3WFdragon:25|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C2HFdragon:4,
deck3665,T5C3WEdragon:34|T6C1WDdragon:3|T6C1HEdragon:3,
deck3666,T5C3WEdragon:32|T6C1WIdragon:3|T6C1HEdragon:3|T6C3HIdragon:2,
deck3667,T5C3HFdragon:32|T6C1SFdragon:3|T6C1HEdragon:3|T6C3SEdragon:2,
deck3668,T5C3HUdragon:31|T6C1HEdragon:3|T6C2HUdragon:3|T6C3HUdragon:2,
deck3669,T6C1HEdragon:38|T6C3HIdragon:2,
deck3670,T6C1HEdragon:35|T6C2HUdragon:3|T6C3HUdragon:2,
deck3671,T6C1HEdragon:31|T6C1WFdragon:3|T6C3WFdragon:2|T7C1HFdragon:3,
deck3672,T6C1HEdragon:36|T6C3SDdragon:2|T6C3SEdragon:2,
deck3673,T6C1HEdragon:38|T6C3SEdragon:2,
deck3674,T6C1WDdragon:33|T6C1HEdragon:3|T7C1WDdragon:3,
deck3675,T6C1HEdragon:29|T6C1SIdragon:3|T6C3HIdragon:2|T6C3SEdragon:2|T7C1SIdragon:3,
deck3676,T6C1HEdragon:37|T7C1HFdragon:3,
deck3677,T6C3HIdragon:36|T7C2WIdragon:4,
deck3678,T6C3SEdragon:36|T7C2SEdragon:4,
deck3679,T7C1HFdragon:36|T7C2HFdragon:4,
deck3680,T7C2HDdragon:4,
deck3681,T6C3SEdragon:29|T7C1HFdragon:3|T7C2HFdragon:4|T7C2SEdragon:4,
deck3682,T6C3HIdragon:31|T6C3SEdragon:2|T7C1SIdragon:3|T7C2SEdragon:4,
deck3683,T6C3HIdragon:36|T7C2WIdragon:4,
deck3684,T7C2HDdragon:4,
deck3685,T6C1WDdragon:37|T6C1WIdragon:3,
deck3686,T5C3SDdragon:27|T6C1SFdragon:3|T6C1WDdragon:3|T6C1WFdragon:3|T6C3SDdragon:2|T6C3WFdragon:2,
deck3687,T5C3HUdragon:32|T6C1WDdragon:3|T6C2HUdragon:3|T6C3HUdragon:2,
deck3688,T6C1WDdragon:32|T6C1WIdragon:3|T6C3HIdragon:2|T7C1WDdragon:3,
deck3689,T6C1WDdragon:31|T6C2HUdragon:3|T6C3HUdragon:2|T7C1WDdragon:3,
deck3690,T6C1WDdragon:31|T6C1WFdragon:3|T6C3WFdragon:2|T7C1WDdragon:3,
deck3691,T6C1WDdragon:35|T6C3SDdragon:2|T7C1WDdragon:3,
deck3692,T6C1WDdragon:33|T6C3SDdragon:2|T6C3SEdragon:2|T7C1WDdragon:3,
deck3693,T6C1WDdragon:37|T7C1WDdragon:3,
deck3694,T6C1WDdragon:25|T6C1WIdragon:3|T6C1SIdragon:3|T6C3SDdragon:2|T7C1SIdragon:3|T7C1WDdragon:3,
deck3695,T6C1WDdragon:28|T6C1WFdragon:3|T6C3WFdragon:2|T7C1HFdragon:3|T7C1WDdragon:3,
deck3696,T6C1WDdragon:36|T7C2WIdragon:4,
deck3697,T6C3SDdragon:31|T6C3SEdragon:2|T7C1WDdragon:3|T7C2SEdragon:4,
deck3698,T6C3WFdragon:25|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C2HFdragon:4,
deck3699,T6C1WDdragon:36|T7C2HDdragon:4,
deck3700,T7C1WDdragon:4,
deck3701,T6C3SDdragon:35|T6C3WFdragon:2|T7C1WDdragon:3,
deck3702,T6C3SDdragon:29|T7C1SIdragon:3|T7C1WDdragon:3|T7C2WIdragon:4,
deck3703,T7C1WDdragon:36|T7C2WIdragon:4,
deck3704,T7C1WDdragon:36|T7C2HDdragon:4,
deck3705,T5C3SIdragon:26|T6C1SFdragon:3|T6C1WIdragon:3|T6C1SIdragon:3|T6C1WFdragon:3|T6C3WFdragon:2,
deck3706,T5C3HUdragon:30|T6C1WIdragon:3|T6C2HUdragon:3|T6C3HIdragon:2|T6C3HUdragon:2,
deck3707,T6C1WIdragon:38|T6C3HIdragon:2,
deck3708,T6C1WIdragon:33|T6C2HUdragon:3|T6C3HIdragon:2|T6C3HUdragon:2,
deck3709,T6C1WIdragon:35|T6C1WFdragon:3|T6C3WFdragon:2,
deck3710,T6C1WDdragon:25|T6C1WIdragon:3|T6C1SIdragon:3|T6C3SDdragon:2|T7C1SIdragon:3|T7C1WDdragon:3,
deck3711,T6C1WIdragon:31|T6C1SIdragon:3|T6C3SEdragon:2|T7C1SIdragon:3,
deck3712,T6C1WDdragon:34|T6C1WIdragon:3|T7C1WDdragon:3,
deck3713,T6C1WIdragon:33|T6C1SIdragon:3|T7C1SIdragon:3,
deck3714,T6C1WIdragon:29|T6C1WFdragon:3|T6C3HIdragon:2|T6C3WFdragon:2|T7C1HFdragon:3,
deck3715,T7C2WIdragon:4,
deck3716,T6C3SEdragon:29|T7C1SIdragon:3|T7C2SEdragon:4|T7C2WIdragon:4,
deck3717,T6C3HIdragon:27|T6C3WFdragon:2|T7C1HFdragon:3|T7C2HFdragon:4|T7C2WIdragon:4,
deck3718,T6C3HIdragon:29|T7C1WDdragon:3|T7C2HDdragon:4|T7C2WIdragon:4,
deck3719,T7C2WIdragon:4,
deck3720,T6C3WFdragon:33|T7C1SIdragon:3|T7C2WIdragon:4,
deck3721,T7C1SIdragon:36|T7C2WIdragon:4,
deck3722,T7C2WIdragon:4,
deck3723,T6C3HIdragon:29|T7C1WDdragon:3|T7C2HDdragon:4|T7C2WIdragon:4,
deck3724,T5C3HFdragon:29|T5C3HUdragon:3|T6C1SFdragon:3|T6C2HUdragon:3|T6C3HUdragon:2,
deck3725,T6C1SFdragon:28|T6C1SIdragon:3|T6C3HIdragon:2|T7C1HFdragon:3|T7C1SIdragon:3,
deck3726,T6C1SFdragon:31|T6C2HUdragon:3|T6C3HUdragon:2|T7C1HFdragon:3,
deck3727,T6C1SFdragon:35|T6C1WFdragon:3|T6C3WFdragon:2,
deck3728,T6C1SFdragon:38|T6C3SDdragon:2,
deck3729,T6C1SFdragon:38|T6C3SEdragon:2,
deck3730,T6C1SFdragon:27|T6C1WDdragon:3|T6C1WFdragon:3|T6C3SDdragon:2|T6C3WFdragon:2|T7C1WDdragon:3,
deck3731,T6C1SFdragon:33|T6C1SIdragon:3|T7C1SIdragon:3,
deck3732,T6C1SFdragon:37|T7C1HFdragon:3,
deck3733,T6C3WFdragon:33|T7C1SIdragon:3|T7C2WIdragon:4,
deck3734,T6C3SEdragon:36|T7C2SEdragon:4,
deck3735,T7C1HFdragon:36|T7C2HFdragon:4,
deck3736,T6C3SDdragon:29|T7C1HFdragon:3|T7C2HDdragon:4|T7C2HFdragon:4,
deck3737,T6C3SEdragon:34|T6C3WFdragon:2|T7C2SEdragon:4,
deck3738,T7C1SIdragon:4,
deck3739,T6C3WFdragon:33|T7C1SIdragon:3|T7C2WIdragon:4,
deck3740,T6C3SDdragon:29|T7C1HFdragon:3|T7C2HDdragon:4|T7C2HFdragon:4,
deck3741,T6C2HUdragon:36|T6C3HIdragon:2|T6C3HUdragon:2,
deck3742,T6C2HUdragon:38|T6C3HUdragon:2,
deck3743,T6C1WFdragon:29|T6C2HUdragon:3|T6C3HUdragon:2|T6C3WFdragon:2|T7C1HFdragon:3,
deck3744,T6C2HUdragon:36|T6C3HUdragon:2|T6C3SDdragon:2,
deck3745,T6C1HEdragon:33|T6C2HUdragon:3|T6C3HUdragon:2|T6C3SEdragon:2,
deck3746,T6C2HUdragon:31|T6C3HUdragon:2|T7C1WDdragon:3|T7C2HDdragon:4,
deck3747,T6C2HUdragon:33|T6C3HIdragon:2|T6C3HUdragon:2|T7C1SIdragon:3,
deck3748,T6C2HUdragon:31|T6C3HUdragon:2|T7C1HFdragon:3|T7C2HFdragon:4,
deck3749,T6C2HUdragon:32|T6C3HIdragon:2|T6C3HUdragon:2|T7C2WIdragon:4,
deck3750,T6C2HUdragon:32|T6C3HUdragon:2|T6C3SEdragon:2|T7C2SEdragon:4,
deck3751,T6C2HUdragon:31|T6C3HUdragon:2|T7C1HFdragon:3|T7C2HFdragon:4,
deck3752,T6C2HUdragon:34|T6C3HUdragon:2|T7C2HDdragon:4,
deck3753,T6C3HUdragon:35|T7C3WEdragon:5,
deck3754,T6C3HUdragon:28|T7C1HFdragon:3|T7C2HFdragon:4|T7C3SFdragon:5,
deck3755,T6C3HIdragon:30|T6C3HUdragon:2|T7C1SIdragon:3|T7C3SIdragon:5,
deck3756,T6C3HIdragon:29|T6C3HUdragon:2|T7C2WIdragon:4|T7C3WIdragon:5,
deck3757,T6C3HUdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3758,T6C2HUdragon:36|T6C3HIdragon:2|T6C3HUdragon:2,
deck3759,T6C3HIdragon:31|T6C3WFdragon:2|T7C1HFdragon:3|T7C2WIdragon:4,
deck3760,T6C3HIdragon:31|T6C3SDdragon:2|T7C1SIdragon:3|T7C2HDdragon:4,
deck3761,T6C3HIdragon:31|T6C3SEdragon:2|T7C1SIdragon:3|T7C2SEdragon:4,
deck3762,T6C3HIdragon:29|T7C1WDdragon:3|T7C2HDdragon:4|T7C2WIdragon:4,
deck3763,T6C3HIdragon:37|T7C1SIdragon:3,
deck3764,T6C3HIdragon:33|T7C1HFdragon:3|T7C2HFdragon:4,
deck3765,T6C3HIdragon:31|T7C2WIdragon:4|T7C3WIdragon:5,
deck3766,T6C3HIdragon:26|T6C3SEdragon:2|T7C1SIdragon:3|T7C2SEdragon:4|T7C3SIdragon:5,
deck3767,T6C3HIdragon:33|T7C1HFdragon:3|T7C2HFdragon:4,
deck3768,T6C3HIdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3769,T6C3HIdragon:26|T7C2WIdragon:4|T7C3WEdragon:5|T7C3WIdragon:5,
deck3770,T6C3HIdragon:20|T7C1HFdragon:3|T7C1SIdragon:3|T7C2HFdragon:4|T7C3SFdragon:5|T7C3SIdragon:5,
deck3771,T6C3HIdragon:32|T7C1SIdragon:3|T7C3SIdragon:5,
deck3772,T6C3HIdragon:31|T7C2WIdragon:4|T7C3WIdragon:5,
deck3773,T6C3HIdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3774,T6C2HUdragon:29|T6C3HUdragon:2|T6C3WFdragon:2|T7C1HFdragon:3|T7C2HFdragon:4,
deck3775,T6C2HUdragon:32|T6C3HUdragon:2|T6C3SDdragon:2|T7C2HDdragon:4,
deck3776,T6C2HUdragon:32|T6C3HUdragon:2|T6C3SEdragon:2|T7C2SEdragon:4,
deck3777,T6C2HUdragon:31|T6C3HUdragon:2|T7C1WDdragon:3|T7C2HDdragon:4,
deck3778,T6C2HUdragon:33|T6C3HIdragon:2|T6C3HUdragon:2|T7C1SIdragon:3,
deck3779,T6C2HUdragon:31|T6C3HUdragon:2|T7C1HFdragon:3|T7C2HFdragon:4,
deck3780,T6C3HIdragon:29|T6C3HUdragon:2|T7C2WIdragon:4|T7C3WIdragon:5,
deck3781,T6C3HUdragon:34|T6C3SEdragon:2|T7C2SEdragon:4,
deck3782,T6C3HUdragon:33|T7C1HFdragon:3|T7C2HFdragon:4,
deck3783,T6C3HUdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3784,T6C3HUdragon:35|T7C3WEdragon:5,
deck3785,T6C3HUdragon:28|T7C1HFdragon:3|T7C2HFdragon:4|T7C3SFdragon:5,
deck3786,T6C3HIdragon:30|T6C3HUdragon:2|T7C1SIdragon:3|T7C3SIdragon:5,
deck3787,T6C3HIdragon:29|T6C3HUdragon:2|T7C2WIdragon:4|T7C3WIdragon:5,
deck3788,T6C3HUdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3789,T6C3SDdragon:35|T6C3WFdragon:2|T7C1WDdragon:3,
deck3790,T6C3SEdragon:34|T6C3WFdragon:2|T7C2SEdragon:4,
deck3791,T6C3WFdragon:37|T7C1WDdragon:3,
deck3792,T6C3WFdragon:33|T7C1SIdragon:3|T7C2WIdragon:4,
deck3793,T6C3WFdragon:33|T7C1HFdragon:3|T7C2HFdragon:4,
deck3794,T6C3WFdragon:31|T7C2WIdragon:4|T7C3WIdragon:5,
deck3795,T6C3SEdragon:24|T6C3WFdragon:2|T7C2SEdragon:4|T7C3SFdragon:5|T7C3WEdragon:5,
deck3796,T6C3WFdragon:33|T7C1HFdragon:3|T7C2HFdragon:4,
deck3797,T6C3WFdragon:24|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C3HDdragon:5,
deck3798,T6C3WFdragon:35|T7C3WEdragon:5,
deck3799,T6C3WFdragon:35|T7C3SFdragon:5,
deck3800,T6C3WFdragon:18|T7C1SIdragon:3|T7C2WIdragon:4|T7C3SFdragon:5|T7C3SIdragon:5|T7C3WIdragon:5,
deck3801,T6C3WFdragon:31|T7C2WIdragon:4|T7C3WIdragon:5,
deck3802,T6C3WFdragon:20|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3803,T6C3SDdragon:34|T6C3SEdragon:2|T7C2SEdragon:4,
deck3804,T6C3SDdragon:37|T7C1WDdragon:3,
deck3805,T6C3SDdragon:37|T7C1SIdragon:3,
deck3806,T6C3SDdragon:29|T7C1HFdragon:3|T7C2HDdragon:4|T7C2HFdragon:4,
deck3807,T6C3SDdragon:20|T7C1SIdragon:3|T7C1WDdragon:3|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3808,T6C3SDdragon:34|T6C3SEdragon:2|T7C2SEdragon:4,
deck3809,T6C3SDdragon:23|T7C1HFdragon:3|T7C2HFdragon:4|T7C3HDdragon:5|T7C3SFdragon:5,
deck3810,T6C3SDdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3811,T6C3SDdragon:26|T6C3SEdragon:2|T7C1WDdragon:3|T7C2SEdragon:4|T7C3WEdragon:5,
deck3812,T6C3SDdragon:35|T7C3SFdragon:5,
deck3813,T6C3SDdragon:32|T7C1SIdragon:3|T7C3SIdragon:5,
deck3814,T6C3SDdragon:20|T7C1SIdragon:3|T7C1WDdragon:3|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3815,T6C3SDdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3816,T6C3SDdragon:31|T6C3SEdragon:2|T7C1WDdragon:3|T7C2SEdragon:4,
deck3817,T6C3SEdragon:33|T7C1SIdragon:3|T7C2SEdragon:4,
deck3818,T6C3SEdragon:29|T7C1HFdragon:3|T7C2HFdragon:4|T7C2SEdragon:4,
deck3819,T6C3SEdragon:22|T7C2SEdragon:4|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WEdragon:5,
deck3820,T6C3SEdragon:36|T7C2SEdragon:4,
deck3821,T6C3SEdragon:28|T7C1HFdragon:3|T7C2HFdragon:4|T7C3SFdragon:5,
deck3822,T6C3SDdragon:25|T6C3SEdragon:2|T7C2HDdragon:4|T7C2SEdragon:4|T7C3HDdragon:5,
deck3823,T6C3SEdragon:31|T7C2SEdragon:4|T7C3WEdragon:5,
deck3824,T6C3SEdragon:31|T7C2SEdragon:4|T7C3SFdragon:5,
deck3825,T6C3SEdragon:28|T7C1SIdragon:3|T7C2SEdragon:4|T7C3SIdragon:5,
deck3826,T7C1SIdragon:18|T7C2SEdragon:4|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WEdragon:5|T7C3WIdragon:5,
deck3827,T6C3SDdragon:25|T6C3SEdragon:2|T7C2HDdragon:4|T7C2SEdragon:4|T7C3HDdragon:5,
deck3828,T6C3SDdragon:20|T7C1SIdragon:3|T7C1WDdragon:3|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3829,T6C3WFdragon:20|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3830,T7C1WDdragon:31|T7C2WIdragon:4|T7C3WIdragon:5,
deck3831,T6C3SDdragon:26|T6C3SEdragon:2|T7C1WDdragon:3|T7C2SEdragon:4|T7C3WEdragon:5,
deck3832,T6C3WFdragon:20|T7C1HFdragon:3|T7C1WDdragon:3|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3833,T7C1WDdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3834,T7C1WDdragon:35|T7C3WEdragon:5,
deck3835,T7C1WDdragon:35|T7C3SFdragon:5,
deck3836,T7C1SIdragon:23|T7C1WDdragon:3|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3837,T7C1WDdragon:31|T7C2WIdragon:4|T7C3WIdragon:5,
deck3838,T7C1WDdragon:31|T7C2HDdragon:4|T7C3HDdragon:5,
deck3839,T6C3HIdragon:20|T7C1HFdragon:3|T7C1SIdragon:3|T7C2HFdragon:4|T7C3SFdragon:5|T7C3SIdragon:5,
deck3840,T7C1SIdragon:26|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3841,T6C3SEdragon:28|T7C1SIdragon:3|T7C2SEdragon:4|T7C3SIdragon:5,
deck3842,T6C3HIdragon:20|T7C1HFdragon:3|T7C1SIdragon:3|T7C2HFdragon:4|T7C3SFdragon:5|T7C3SIdragon:5,
deck3843,T6C3HIdragon:21|T6C3SDdragon:2|T7C1SIdragon:3|T7C2HDdragon:4|T7C3HDdragon:5|T7C3SIdragon:5,
deck3844,T7C1SIdragon:18|T7C2SEdragon:4|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WEdragon:5|T7C3WIdragon:5,
deck3845,T7C1SIdragon:30|T7C3SFdragon:5|T7C3SIdragon:5,
deck3846,T7C1SIdragon:35|T7C3SIdragon:5,
deck3847,T7C1SIdragon:26|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3848,T7C1SIdragon:26|T7C2HDdragon:4|T7C3HDdragon:5|T7C3SIdragon:5,
deck3849,T6C3HIdragon:22|T6C3WFdragon:2|T7C1HFdragon:3|T7C2HFdragon:4|T7C2WIdragon:4|T7C3WIdragon:5,
deck3850,T6C3SEdragon:24|T7C1HFdragon:3|T7C2HFdragon:4|T7C2SEdragon:4|T7C3SFdragon:5,
deck3851,T7C1HFdragon:36|T7C2HFdragon:4,
deck3852,T7C1HFdragon:27|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3853,T7C1HFdragon:31|T7C2HFdragon:4|T7C3WEdragon:5,
deck3854,T7C1HFdragon:31|T7C2HFdragon:4|T7C3SFdragon:5,
deck3855,T7C1HFdragon:23|T7C1SIdragon:3|T7C2HFdragon:4|T7C3SFdragon:5|T7C3SIdragon:5,
deck3856,T7C1HFdragon:27|T7C2HFdragon:4|T7C2WIdragon:4|T7C3WIdragon:5,
deck3857,T7C1HFdragon:27|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3858,T7C1SIdragon:22|T7C2SEdragon:4|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3859,T7C1HFdragon:27|T7C2HFdragon:4|T7C2WIdragon:4|T7C3WIdragon:5,
deck3860,T7C1WDdragon:22|T7C2HDdragon:4|T7C2WIdragon:4|T7C3HDdragon:5|T7C3WIdragon:5,
deck3861,T7C2WIdragon:30|T7C3WEdragon:5|T7C3WIdragon:5,
deck3862,T7C1SIdragon:22|T7C2WIdragon:4|T7C3SFdragon:5|T7C3SIdragon:5|T7C3WIdragon:5,
deck3863,T7C1SIdragon:26|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WIdragon:5,
deck3864,T7C2WIdragon:35|T7C3WIdragon:5,
deck3865,T7C1WDdragon:22|T7C2HDdragon:4|T7C2WIdragon:4|T7C3HDdragon:5|T7C3WIdragon:5,
deck3866,T7C1HFdragon:27|T7C2HFdragon:4|T7C2SEdragon:4|T7C3SFdragon:5,
deck3867,T7C2HDdragon:31|T7C2SEdragon:4|T7C3HDdragon:5,
deck3868,T7C2SEdragon:35|T7C3WEdragon:5,
deck3869,T7C2SEdragon:35|T7C3SFdragon:5,
deck3870,T7C1SIdragon:31|T7C2SEdragon:4|T7C3SIdragon:5,
deck3871,T7C1SIdragon:18|T7C2SEdragon:4|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WEdragon:5|T7C3WIdragon:5,
deck3872,T7C2HDdragon:31|T7C2SEdragon:4|T7C3HDdragon:5,
deck3873,T7C1HFdragon:27|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3874,T7C1HFdragon:31|T7C2HFdragon:4|T7C3WEdragon:5,
deck3875,T7C1HFdragon:31|T7C2HFdragon:4|T7C3SFdragon:5,
deck3876,T7C1HFdragon:23|T7C1SIdragon:3|T7C2HFdragon:4|T7C3SFdragon:5|T7C3SIdragon:5,
deck3877,T7C1HFdragon:27|T7C2HFdragon:4|T7C2WIdragon:4|T7C3WIdragon:5,
deck3878,T7C1HFdragon:27|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5,
deck3879,T7C1WDdragon:26|T7C2HDdragon:4|T7C3HDdragon:5|T7C3WEdragon:5,
deck3880,T7C1HFdragon:22|T7C2HDdragon:4|T7C2HFdragon:4|T7C3HDdragon:5|T7C3SFdragon:5,
deck3881,T7C1SIdragon:26|T7C2HDdragon:4|T7C3HDdragon:5|T7C3SIdragon:5,
deck3882,T7C1WDdragon:22|T7C2HDdragon:4|T7C2WIdragon:4|T7C3HDdragon:5|T7C3WIdragon:5,
deck3883,T7C2HDdragon:35|T7C3HDdragon:5,
deck3884,T7C2SEdragon:30|T7C3SFdragon:5|T7C3WEdragon:5,
deck3885,T7C2SEdragon:28|T7C2WIdragon:4|T7C3SIdragon:5|T7C3WEdragon:5|T7C3WIdragon:5|T8C3SIdragon:4,
deck3886,T7C2WIdragon:36|T7C3WEdragon:5|T7C3WIdragon:5|T8C3HFdragon:4,
deck3887,T7C2HDdragon:36|T7C3HDdragon:5|T7C3WEdragon:5|T8C3SAdragon:4,
deck3888,T7C3SFdragon:41|T7C3SIdragon:5|T8C3HIdragon:4,
deck3889,T7C2WIdragon:26|T7C3SFdragon:5|T7C3SIdragon:5|T7C3WIdragon:5,
deck3890,T7C2HDdragon:32|T7C2HFdragon:4|T7C3HDdragon:5|T7C3SFdragon:5|T8C3WEdragon:4,
deck3891,T7C2WIdragon:36|T7C3SIdragon:5|T7C3WIdragon:5|T8C3WDdragon:4,
deck3892,T7C2HDdragon:30|T7C3HDdragon:5|T7C3SIdragon:5,
deck3893,T7C2HDdragon:26|T7C2WIdragon:4|T7C3HDdragon:5|T7C3WIdragon:5,
deck3894,dodoDragon:26|pumpkinDragon:8|T5C2SUdragon:3|penguin:7,
