identifier,inBundle,currencies,eggs,eggParents,dragons,breeders,consumables,dragonArmors,runes,eliteAccountTime,riderGear,rankedRewardIdentifier,displayName,iconFilename,isIAPReward,isAdReward,rewardTargets,h
daily_offer_7b,,ruby:5000,,,,,lumberConsumable3:5|expediteConsumable3:20|expediteConsumable4:20|expediteConsumable5:20|expediteConsumable6:15,,,,,,,,,,,
daily_offer_7c,,breedingToken:30000|mysticFragment:2|chest2:10,,,,,foodConsumable3:2|lumberConsumable2:2|xpPotionConsumable3:5,,,,,,,,,,,
daily_offer_7d,,ruby:5000|duskfallSigil:2000|chest0:10|chest1:10|chest2:10|blackPearl:20|energyPack:20,,,,,innerFire01:20,,,,,,,,,,,
daily_offer_7e,,ruby:6000|breedingToken:5000|chest2:10,,,,,xpPotionConsumable4:10|xpPotionConsumable5:10,,,,,,,,,,,
daily_offer_7f,,chest2:25|blackPearl:50|iceShard:1000|fireShard:1000,,,,,increaseAttack1:100|increaseHP1:100|increaseBuildingHP1:100|increaseBuildingAttack1:100|armorConsumable:50|attackConsumable:50|repairConsumable:50|fullHeal:100,,,,,,,,,,,
daily_offer_7g,,breedingToken:10000|mysticFragment:20|chest2:5|energyPack:20,,,,,innerFire01:20|foodConsumable2:10|lumberConsumable2:10,,,,,,,,,,,
daily_offer_7h,,elementalEmber:10000|iceShard:1000|fireShard:1000,,,,,expediteConsumable5:10|expediteConsumable6:10,,,,,,,,,,,
daily_offer_7i,,breedingToken:10000|chest2:10|energyPack:100,,,,,innerFire01:50,,,,,,,,,,,
daily_offer_7j,,runeDust:100000|chest1:20|elementalEmber:5000|blackPearl:200|iceShard:1000|fireShard:1000,,,,,expediteConsumable5:30,,,,,,,,,,,
daily_offer_8a,,ruby:35000|breedingToken:5000|runeDust:300000|chest2:10|elementalEmber:1000|blackPearl:200,,,,,,,,,,,,,,,,
daily_offer_8b,,ruby:10000|duskfallSigil:500|chest2:10|elementalEmber:5000,,,,,expediteConsumable5:20|expediteConsumable6:30,,,,,,,,,,,
daily_offer_8c,,duskfallSigil:500|breedingToken:30000|chest2:20,,,,,foodConsumable3:5|xpPotionConsumable4:5,,,,,,,,,,,
daily_offer_8d,,ruby:20000|duskfallSigil:2000|mysticFragment:10|chest2:10|energyPack:20,,,,,innerFire01:20,,,,,,,,,,,
daily_offer_8e,,ruby:5000|breedingToken:15000,,,,,foodConsumable3:5|xpPotionConsumable4:10|xpPotionConsumable5:10|increaseAttack1:20|increaseHP1:20,,,,,,,,,,,
daily_offer_8f,,ruby:10000|runeDust:300000|elementalEmber:10000|blackPearl:100,,,,,expediteConsumable5:10|expediteConsumable6:20,,,,,,,,,,,
daily_offer_8g,,ruby:5000|duskfallSigil:1500|breedingToken:1000|runeDust:1000000|chest1:30|chest2:10|elementalEmber:5000,,,,,,,,,,,,,,,,
daily_offer_8h,,ruby:20000|chest0:50|chest1:10|chest2:30|energyPack:50,,,,,innerFire01:50,,,,,,,,,,,
daily_offer_8i,,ruby:10000|breedingToken:5000|mysticFragment:50|elementalEmber:5000,,,,,expediteConsumable4:50,,,,,,,,,,,
daily_offer_8j,,chest2:20,,,,,foodConsumable2:20|lumberConsumable2:20|expediteConsumable4:30|xpPotionConsumable4:20,,,,,,,,,,,
winter_warm_up_pack,,ruby:2000|chest2:2|energyPack:3,,,,,innerFire01:5|foodConsumable1:3,,,,,,,,,,,
E11-BOOTS-R3-A_Reward,,,,,,,,,,,E11-BOOTS-R3-A:1,,,,,,,
E11-CHEST-R3-A_Reward,,,,,,,,,,,E11-CHEST-R3-A:1,,,,,,,
E11-GLOVES-R3-A_Reward,,,,,,,,,,,E11-GLOVES-R3-A:1,,,,,,,
E11-HEAD-R3-A_Reward,,,,,,,,,,,E11-HEAD-R3-A:1,,,,,,,
E11-PANTS-R3-A_Reward,,,,,,,,,,,E11-PANTS-R3-A:1,,,,,,,
E11-RINGS-R3-A_Reward,,,,,,,,,,,E11-RINGS-R3-A:1,,,,,,,
E11-SHIELD-R3-A_Reward,,,,,,,,,,,E11-SHIELD-R3-A:1,,,,,,,
E11-WEAPONS-R3-A_Reward,,,,,,,,,,,E11-WEAPONS-R3-A:1,,,,,,,
appreciation_gunnar_pack,,ruby:7000|breedingToken:2000|energyPack:5,,,,,xpPotionConsumable3:5|innerFire01:5|fullHeal:20,winter_crown_gunnar:1|winter_viking_gunnar:1|winter_wreath_gunnar:1,,,,,,,,,,
appreciation_hildr_pack,,ruby:7000|breedingToken:2000|energyPack:5,,,,,xpPotionConsumable3:5|innerFire01:5|fullHeal:20,winter_crown_hildr:1|winter_viking_hildr:1|winter_wreath_hildr:1,,,,,,,,,,
appreciation_uvs_pack,,ruby:7000|breedingToken:2000|energyPack:5,,,,,xpPotionConsumable3:5|innerFire01:5|fullHeal:20,winter_crown_trio:1|winter_viking_trio:1|winter_wreath_trio:1,,,,,,,,,,
skill-T3-178-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-178-Dragon-Attack:1,,,,,,,
skill-T3-179-Dragon-HP_Reward,,,,,,,,,,,skill-T3-179-Dragon-HP:1,,,,,,,
skill-T2-180-Dragon-Attack_Reward,,,,,,,,,,,skill-T2-180-Dragon-Attack:1,,,,,,,
skill-T2-181-Dragon-HP_Reward,,,,,,,,,,,skill-T2-181-Dragon-HP:1,,,,,,,
skill-T2-182-Dragon-Attack_Reward,,,,,,,,,,,skill-T2-182-Dragon-Attack:1,,,,,,,
skill-T2-183-Dragon-HP_Reward,,,,,,,,,,,skill-T2-183-Dragon-HP:1,,,,,,,
skill-T3-184-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T3-184-Dragon-TrainingCost:1,,,,,,,
skill-T4-185-Dragon-Attack_Reward,,,,,,,,,,,skill-T4-185-Dragon-Attack:1,,,,,,,
skill-T4-186-Dragon-HP_Reward,,,,,,,,,,,skill-T4-186-Dragon-HP:1,,,,,,,
skill-T4-187-Dragon-Attack_Reward,,,,,,,,,,,skill-T4-187-Dragon-Attack:1,,,,,,,
skill-T4-188-Dragon-HP_Reward,,,,,,,,,,,skill-T4-188-Dragon-HP:1,,,,,,,
skill-T4-189-Dragon-HunterAmmo_Reward,,,,,,,,,,,skill-T4-189-Dragon-HunterAmmo:1,,,,,,,
skill-T3-190-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-190-Dragon-Attack:1,,,,,,,
skill-T2-191-Dragon-Attack_Reward,,,,,,,,,,,skill-T2-191-Dragon-Attack:1,,,,,,,
skill-T2-192-Dragon-HP_Reward,,,,,,,,,,,skill-T2-192-Dragon-HP:1,,,,,,,
skill-T2-193-Dragon-HP_Reward,,,,,,,,,,,skill-T2-193-Dragon-HP:1,,,,,,,
skill-T2-194-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T2-194-Dragon-TrainingCost:1,,,,,,,
skill-T3-195-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-195-Dragon-Attack:1,,,,,,,
skill-T5-196-Dragon-HP_Reward,,,,,,,,,,,skill-T5-196-Dragon-HP:1,,,,,,,
skill-T5-197-Dragon-Attack_Reward,,,,,,,,,,,skill-T5-197-Dragon-Attack:1,,,,,,,
skill-T5-198-Dragon-HP_Reward,,,,,,,,,,,skill-T5-198-Dragon-HP:1,,,,,,,
skill-T4-199-Dragon-AttackClassWarrior_Reward,,,,,,,,,,,skill-T4-199-Dragon-AttackClassWarrior:1,,,,,,,
skill-T4-200-Dragon-HPClassSorcerer_Reward,,,,,,,,,,,skill-T4-200-Dragon-HPClassSorcerer:1,,,,,,,
skill-T4-201-Dragon-AttackClassHunter_Reward,,,,,,,,,,,skill-T4-201-Dragon-AttackClassHunter:1,,,,,,,
skill-T4-202-Tower-HP_Reward,,,,,,,,,,,skill-T4-202-Tower-HP:1,,,,,,,
skill-T4-203-Tower-Attack_Reward,,,,,,,,,,,skill-T4-203-Tower-Attack:1,,,,,,,
skill-T4-204-Tower-Attack_Reward,,,,,,,,,,,skill-T4-204-Tower-Attack:1,,,,,,,
skill-T4-205-Tower-HP_Reward,,,,,,,,,,,skill-T4-205-Tower-HP:1,,,,,,,
skill-T3-206-Tower-ConstructionUpgradeSpeed_Reward,,,,,,,,,,,skill-T3-206-Tower-ConstructionUpgradeSpeed:1,,,,,,,
skill-T3-207-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-207-Dragon-ResistTower:1,,,,,,,
skill-T3-208-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-208-Dragon-ResistTower:1,,,,,,,
skill-T3-209-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-209-Dragon-ResistTower:1,,,,,,,
skill-T4-210-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-210-Dragon-HPClass:1,,,,,,,
skill-T4-211-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-211-Dragon-HPClass:1,,,,,,,
skill-T4-212-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-212-Dragon-HPClass:1,,,,,,,
skill-T4-213-Dragon-AttackClass_Reward,,,,,,,,,,,skill-T4-213-Dragon-AttackClass:1,,,,,,,
skill-T4-214-Dragon-AttackClass_Reward,,,,,,,,,,,skill-T4-214-Dragon-AttackClass:1,,,,,,,
skill-T4-215-Dragon-AttackClass_Reward,,,,,,,,,,,skill-T4-215-Dragon-AttackClass:1,,,,,,,
skill-T3-216-Tower-Attack_Reward,,,,,,,,,,,skill-T3-216-Tower-Attack:1,,,,,,,
skill-T2-217-Tower-Attack_Reward,,,,,,,,,,,skill-T2-217-Tower-Attack:1,,,,,,,
skill-T2-218-Tower-HP_Reward,,,,,,,,,,,skill-T2-218-Tower-HP:1,,,,,,,
skill-T2-219-Production-ProductionAmountWood_Reward,,,,,,,,,,,skill-T2-219-Production-ProductionAmountWood:1,,,,,,,
skill-T2-220-Production-ProductionAmountHog_Reward,,,,,,,,,,,skill-T2-220-Production-ProductionAmountHog:1,,,,,,,
skill-T3-221-Tower-Attack_Reward,,,,,,,,,,,skill-T3-221-Tower-Attack:1,,,,,,,
skill-T4-222-Tower-HP_Reward,,,,,,,,,,,skill-T4-222-Tower-HP:1,,,,,,,
skill-T5-223-Tower-Attack_Reward,,,,,,,,,,,skill-T5-223-Tower-Attack:1,,,,,,,
skill-T5-224-Tower-HP_Reward,,,,,,,,,,,skill-T5-224-Tower-HP:1,,,,,,,
skill-T5-225-Tower-Attack_Reward,,,,,,,,,,,skill-T5-225-Tower-Attack:1,,,,,,,
skill-T5-226-Tower-HP_Reward,,,,,,,,,,,skill-T5-226-Tower-HP:1,,,,,,,
skill-T3-227-Tower-ConstructionUpgradeSpeed_Reward,,,,,,,,,,,skill-T3-227-Tower-ConstructionUpgradeSpeed:1,,,,,,,
skill-T3-228-Dragon-HP_Reward,,,,,,,,,,,skill-T3-228-Dragon-HP:1,,,,,,,
skill-T3-229-Dragon-HP_Reward,,,,,,,,,,,skill-T3-229-Dragon-HP:1,,,,,,,
skill-T1-230-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T1-230-Dragon-ResistTower:1,,,,,,,
skill-T1-231-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T1-231-Dragon-ResistTower:1,,,,,,,
skill-T1-232-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T1-232-Dragon-ResistTower:1,,,,,,,
skill-T3-233-Dragon-HP_Reward,,,,,,,,,,,skill-T3-233-Dragon-HP:1,,,,,,,
skill-T5-234-Dragon-HP_Reward,,,,,,,,,,,skill-T5-234-Dragon-HP:1,,,,,,,
skill-T5-235-Dragon-Attack_Reward,,,,,,,,,,,skill-T5-235-Dragon-Attack:1,,,,,,,
skill-T5-236-Dragon-HP_Reward,,,,,,,,,,,skill-T5-236-Dragon-HP:1,,,,,,,
skill-T5-237-Dragon-HP_Reward,,,,,,,,,,,skill-T5-237-Dragon-HP:1,,,,,,,
skill-T5-238-Dragon-Attack_Reward,,,,,,,,,,,skill-T5-238-Dragon-Attack:1,,,,,,,
skill-T5-239-Dragon-RageModifier_Reward,,,,,,,,,,,skill-T5-239-Dragon-RageModifier:1,,,,,,,
S1-BOOTS-R7-A_Reward,,,,,,,,,,,S1-BOOTS-R7-A:1,,,,,,,
S1-CHEST-R7-A_Reward,,,,,,,,,,,S1-CHEST-R7-A:1,,,,,,,
S1-GLOVES-R7-A_Reward,,,,,,,,,,,S1-GLOVES-R7-A:1,,,,,,,
S1-HEAD-R7-A_Reward,,,,,,,,,,,S1-HEAD-R7-A:1,,,,,,,
S1-PANTS-R7-A_Reward,,,,,,,,,,,S1-PANTS-R7-A:1,,,,,,,
S1-RINGS-R7-A_Reward,,,,,,,,,,,S1-RINGS-R7-A:1,,,,,,,
S1-RINGS-R7-B_Reward,,,,,,,,,,,S1-RINGS-R7-B:1,,,,,,,
S1-SHIELD-R7-A_Reward,,,,,,,,,,,S1-SHIELD-R7-A:1,,,,,,,
S1-WEAPONS-R7-A_Reward,,,,,,,,,,,S1-WEAPONS-R7-A:1,,,,,,,
S1-WEAPONS-R7-B_Reward,,,,,,,,,,,S1-WEAPONS-R7-B:1,,,,,,,
S10-BOOTS-R7-A_Reward,,,,,,,,,,,S10-BOOTS-R7-A:1,,,,,,,
S10-CHEST-R7-A_Reward,,,,,,,,,,,S10-CHEST-R7-A:1,,,,,,,
S10-GLOVES-R7-A_Reward,,,,,,,,,,,S10-GLOVES-R7-A:1,,,,,,,
S10-HEAD-R7-A_Reward,,,,,,,,,,,S10-HEAD-R7-A:1,,,,,,,
S10-PANTS-R7-A_Reward,,,,,,,,,,,S10-PANTS-R7-A:1,,,,,,,
S10-RINGS-R7-A_Reward,,,,,,,,,,,S10-RINGS-R7-A:1,,,,,,,
S10-SHIELD-R7-A_Reward,,,,,,,,,,,S10-SHIELD-R7-A:1,,,,,,,
S10-WEAPONS-R7-A_Reward,,,,,,,,,,,S10-WEAPONS-R7-A:1,,,,,,,
S2-BOOTS-R7-A_Reward,,,,,,,,,,,S2-BOOTS-R7-A:1,,,,,,,
S2-CHEST-R7-A_Reward,,,,,,,,,,,S2-CHEST-R7-A:1,,,,,,,
S2-GLOVES-R7-A_Reward,,,,,,,,,,,S2-GLOVES-R7-A:1,,,,,,,
S2-HEAD-R7-A_Reward,,,,,,,,,,,S2-HEAD-R7-A:1,,,,,,,
S2-PANTS-R7-A_Reward,,,,,,,,,,,S2-PANTS-R7-A:1,,,,,,,
S2-RINGS-R7-A_Reward,,,,,,,,,,,S2-RINGS-R7-A:1,,,,,,,
S2-SHIELD-R7-A_Reward,,,,,,,,,,,S2-SHIELD-R7-A:1,,,,,,,
S2-WEAPONS-R7-A_Reward,,,,,,,,,,,S2-WEAPONS-R7-A:1,,,,,,,
S3-BOOTS-R7-A_Reward,,,,,,,,,,,S3-BOOTS-R7-A:1,,,,,,,
S3-CHEST-R7-A_Reward,,,,,,,,,,,S3-CHEST-R7-A:1,,,,,,,
S3-GLOVES-R7-A_Reward,,,,,,,,,,,S3-GLOVES-R7-A:1,,,,,,,
S3-HEAD-R7-A_Reward,,,,,,,,,,,S3-HEAD-R7-A:1,,,,,,,
S3-PANTS-R7-A_Reward,,,,,,,,,,,S3-PANTS-R7-A:1,,,,,,,
S3-RINGS-R7-A_Reward,,,,,,,,,,,S3-RINGS-R7-A:1,,,,,,,
S3-RINGS-R7-B_Reward,,,,,,,,,,,S3-RINGS-R7-B:1,,,,,,,
S3-SHIELD-R7-A_Reward,,,,,,,,,,,S3-SHIELD-R7-A:1,,,,,,,
S3-WEAPONS-R7-A_Reward,,,,,,,,,,,S3-WEAPONS-R7-A:1,,,,,,,
S3-WEAPONS-R7-B_Reward,,,,,,,,,,,S3-WEAPONS-R7-B:1,,,,,,,
S4-BOOTS-R7-A_Reward,,,,,,,,,,,S4-BOOTS-R7-A:1,,,,,,,
S4-CHEST-R7-A_Reward,,,,,,,,,,,S4-CHEST-R7-A:1,,,,,,,
S4-GLOVES-R7-A_Reward,,,,,,,,,,,S4-GLOVES-R7-A:1,,,,,,,
S4-HEAD-R7-A_Reward,,,,,,,,,,,S4-HEAD-R7-A:1,,,,,,,
S4-PANTS-R7-A_Reward,,,,,,,,,,,S4-PANTS-R7-A:1,,,,,,,
S4-RINGS-R7-A_Reward,,,,,,,,,,,S4-RINGS-R7-A:1,,,,,,,
S4-SHIELD-R7-A_Reward,,,,,,,,,,,S4-SHIELD-R7-A:1,,,,,,,
S4-WEAPONS-R7-A_Reward,,,,,,,,,,,S4-WEAPONS-R7-A:1,,,,,,,
S5-BOOTS-R7-A_Reward,,,,,,,,,,,S5-BOOTS-R7-A:1,,,,,,,
S5-CHEST-R7-A_Reward,,,,,,,,,,,S5-CHEST-R7-A:1,,,,,,,
S5-GLOVES-R7-A_Reward,,,,,,,,,,,S5-GLOVES-R7-A:1,,,,,,,
S5-HEAD-R7-A_Reward,,,,,,,,,,,S5-HEAD-R7-A:1,,,,,,,
S5-PANTS-R7-A_Reward,,,,,,,,,,,S5-PANTS-R7-A:1,,,,,,,
S5-RINGS-R7-A_Reward,,,,,,,,,,,S5-RINGS-R7-A:1,,,,,,,
S5-RINGS-R7-B_Reward,,,,,,,,,,,S5-RINGS-R7-B:1,,,,,,,
S5-SHIELD-R7-A_Reward,,,,,,,,,,,S5-SHIELD-R7-A:1,,,,,,,
S5-WEAPONS-R7-A_Reward,,,,,,,,,,,S5-WEAPONS-R7-A:1,,,,,,,
S5-WEAPONS-R7-B_Reward,,,,,,,,,,,S5-WEAPONS-R7-B:1,,,,,,,
S6-BOOTS-R7-A_Reward,,,,,,,,,,,S6-BOOTS-R7-A:1,,,,,,,
S6-CHEST-R7-A_Reward,,,,,,,,,,,S6-CHEST-R7-A:1,,,,,,,
S6-GLOVES-R7-A_Reward,,,,,,,,,,,S6-GLOVES-R7-A:1,,,,,,,
S6-HEAD-R7-A_Reward,,,,,,,,,,,S6-HEAD-R7-A:1,,,,,,,
S6-PANTS-R7-A_Reward,,,,,,,,,,,S6-PANTS-R7-A:1,,,,,,,
S6-RINGS-R7-A_Reward,,,,,,,,,,,S6-RINGS-R7-A:1,,,,,,,
S6-SHIELD-R7-A_Reward,,,,,,,,,,,S6-SHIELD-R7-A:1,,,,,,,
S6-WEAPONS-R7-A_Reward,,,,,,,,,,,S6-WEAPONS-R7-A:1,,,,,,,
S7-BOOTS-R7-A_Reward,,,,,,,,,,,S7-BOOTS-R7-A:1,,,,,,,
S7-CHEST-R7-A_Reward,,,,,,,,,,,S7-CHEST-R7-A:1,,,,,,,
S7-GLOVES-R7-A_Reward,,,,,,,,,,,S7-GLOVES-R7-A:1,,,,,,,
S7-HEAD-R7-A_Reward,,,,,,,,,,,S7-HEAD-R7-A:1,,,,,,,
S7-PANTS-R7-A_Reward,,,,,,,,,,,S7-PANTS-R7-A:1,,,,,,,
S7-RINGS-R7-A_Reward,,,,,,,,,,,S7-RINGS-R7-A:1,,,,,,,
S7-RINGS-R7-B_Reward,,,,,,,,,,,S7-RINGS-R7-B:1,,,,,,,
S7-SHIELD-R7-A_Reward,,,,,,,,,,,S7-SHIELD-R7-A:1,,,,,,,
S7-WEAPONS-R7-A_Reward,,,,,,,,,,,S7-WEAPONS-R7-A:1,,,,,,,
S7-WEAPONS-R7-B_Reward,,,,,,,,,,,S7-WEAPONS-R7-B:1,,,,,,,
S8-BOOTS-R7-A_Reward,,,,,,,,,,,S8-BOOTS-R7-A:1,,,,,,,
S8-CHEST-R7-A_Reward,,,,,,,,,,,S8-CHEST-R7-A:1,,,,,,,
S8-GLOVES-R7-A_Reward,,,,,,,,,,,S8-GLOVES-R7-A:1,,,,,,,
S8-HEAD-R7-A_Reward,,,,,,,,,,,S8-HEAD-R7-A:1,,,,,,,
S8-PANTS-R7-A_Reward,,,,,,,,,,,S8-PANTS-R7-A:1,,,,,,,
S8-RINGS-R7-A_Reward,,,,,,,,,,,S8-RINGS-R7-A:1,,,,,,,
S8-SHIELD-R7-A_Reward,,,,,,,,,,,S8-SHIELD-R7-A:1,,,,,,,
S8-WEAPONS-R7-A_Reward,,,,,,,,,,,S8-WEAPONS-R7-A:1,,,,,,,
S9-BOOTS-R7-A_Reward,,,,,,,,,,,S9-BOOTS-R7-A:1,,,,,,,
S9-CHEST-R7-A_Reward,,,,,,,,,,,S9-CHEST-R7-A:1,,,,,,,
S9-GLOVES-R7-A_Reward,,,,,,,,,,,S9-GLOVES-R7-A:1,,,,,,,
S9-HEAD-R7-A_Reward,,,,,,,,,,,S9-HEAD-R7-A:1,,,,,,,
S9-PANTS-R7-A_Reward,,,,,,,,,,,S9-PANTS-R7-A:1,,,,,,,
S9-RINGS-R7-A_Reward,,,,,,,,,,,S9-RINGS-R7-A:1,,,,,,,
S9-RINGS-R7-B_Reward,,,,,,,,,,,S9-RINGS-R7-B:1,,,,,,,
S9-SHIELD-R7-A_Reward,,,,,,,,,,,S9-SHIELD-R7-A:1,,,,,,,
S9-WEAPONS-R7-A_Reward,,,,,,,,,,,S9-WEAPONS-R7-A:1,,,,,,,
S9-WEAPONS-R7-B_Reward,,,,,,,,,,,S9-WEAPONS-R7-B:1,,,,,,,
skill-T3-240-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-240-Dragon-Attack:1,,,,,,,
skill-T2-241-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T2-241-Dragon-TrainingCost:1,,,,,,,
skill-T2-242-Dragon-XP_Reward,,,,,,,,,,,skill-T2-242-Dragon-XP:1,,,,,,,
skill-T2-243-Dragon-HealingTime_Reward,,,,,,,,,,,skill-T2-243-Dragon-HealingTime:1,,,,,,,
skill-T3-244-Dragon-HP_Reward,,,,,,,,,,,skill-T3-244-Dragon-HP:1,,,,,,,
skill-T2-245-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T2-245-Dragon-TrainingCost:1,,,,,,,
skill-T4-246-Dragon-AttackClassHunter_Reward,,,,,,,,,,,skill-T4-246-Dragon-AttackClassHunter:1,,,,,,,
skill-T4-247-Dragon-HPClassSorcerer_Reward,,,,,,,,,,,skill-T4-247-Dragon-HPClassSorcerer:1,,,,,,,
skill-T4-248-Dragon-AttackClassWarrior_Reward,,,,,,,,,,,skill-T4-248-Dragon-AttackClassWarrior:1,,,,,,,
skill-T4-249-Dragon-AttackClassHunter_Reward,,,,,,,,,,,skill-T4-249-Dragon-AttackClassHunter:1,,,,,,,
skill-T4-250-Dragon-HPClassSorcerer_Reward,,,,,,,,,,,skill-T4-250-Dragon-HPClassSorcerer:1,,,,,,,
skill-T4-251-Dragon-HPClassWarrior_Reward,,,,,,,,,,,skill-T4-251-Dragon-HPClassWarrior:1,,,,,,,
skill-T4-252-Dragon-HunterAmmo_Reward,,,,,,,,,,,skill-T4-252-Dragon-HunterAmmo:1,,,,,,,
skill-T6-253-Dragon-RageModifier_Reward,,,,,,,,,,,skill-T6-253-Dragon-RageModifier:1,,,,,,,
skill-T4-254-Dragon-HPClassWarrior_Reward,,,,,,,,,,,skill-T4-254-Dragon-HPClassWarrior:1,,,,,,,
warrior_atk_pack,,chest0:5|chest2:10,,,,,increaseHP1:20|xpPotionConsumable3:5,,Mythic_1d_atk_warrior_2r_archer:1,,,,,,,,,
ATLAS1-BOOTS-R8-A_Reward,,,,,,,,,,,ATLAS1-BOOTS-R8-A:1,,,,,,,
ATLAS1-CHEST-R8-A_Reward,,,,,,,,,,,ATLAS1-CHEST-R8-A:1,,,,,,,
ATLAS1-GLOVES-R8-A_Reward,,,,,,,,,,,ATLAS1-GLOVES-R8-A:1,,,,,,,
ATLAS1-HEAD-R8-A_Reward,,,,,,,,,,,ATLAS1-HEAD-R8-A:1,,,,,,,
ATLAS1-PANTS-R8-A_Reward,,,,,,,,,,,ATLAS1-PANTS-R8-A:1,,,,,,,
ATLAS1-RINGS-R8-A_Reward,,,,,,,,,,,ATLAS1-RINGS-R8-A:1,,,,,,,
ATLAS1-SHIELD-R8-A_Reward,,,,,,,,,,,ATLAS1-SHIELD-R8-A:1,,,,,,,
ATLAS1-WEAPONS-R8-A_Reward,,,,,,,,,,,ATLAS1-WEAPONS-R8-A:1,,,,,,,
ATLAS2-BOOTS-R8-A_Reward,,,,,,,,,,,ATLAS2-BOOTS-R8-A:1,,,,,,,
ATLAS2-CHEST-R8-A_Reward,,,,,,,,,,,ATLAS2-CHEST-R8-A:1,,,,,,,
ATLAS2-GLOVES-R8-A_Reward,,,,,,,,,,,ATLAS2-GLOVES-R8-A:1,,,,,,,
ATLAS2-HEAD-R8-A_Reward,,,,,,,,,,,ATLAS2-HEAD-R8-A:1,,,,,,,
ATLAS2-PANTS-R8-A_Reward,,,,,,,,,,,ATLAS2-PANTS-R8-A:1,,,,,,,
ATLAS2-RINGS-R8-A_Reward,,,,,,,,,,,ATLAS2-RINGS-R8-A:1,,,,,,,
ATLAS2-SHIELD-R8-A_Reward,,,,,,,,,,,ATLAS2-SHIELD-R8-A:1,,,,,,,
ATLAS2-WEAPONS-R8-A_Reward,,,,,,,,,,,ATLAS2-WEAPONS-R8-A:1,,,,,,,
ATLAS3-BOOTS-R8-A_Reward,,,,,,,,,,,ATLAS3-BOOTS-R8-A:1,,,,,,,
ATLAS3-CHEST-R8-A_Reward,,,,,,,,,,,ATLAS3-CHEST-R8-A:1,,,,,,,
ATLAS3-GLOVES-R8-A_Reward,,,,,,,,,,,ATLAS3-GLOVES-R8-A:1,,,,,,,
ATLAS3-HEAD-R8-A_Reward,,,,,,,,,,,ATLAS3-HEAD-R8-A:1,,,,,,,
ATLAS3-PANTS-R8-A_Reward,,,,,,,,,,,ATLAS3-PANTS-R8-A:1,,,,,,,
ATLAS3-RINGS-R8-A_Reward,,,,,,,,,,,ATLAS3-RINGS-R8-A:1,,,,,,,
ATLAS3-SHIELD-R8-A_Reward,,,,,,,,,,,ATLAS3-SHIELD-R8-A:1,,,,,,,
ATLAS3-WEAPONS-R8-A_Reward,,,,,,,,,,,ATLAS3-WEAPONS-R8-A:1,,,,,,,
ATLAS4-BOOTS-R8-A_Reward,,,,,,,,,,,ATLAS4-BOOTS-R8-A:1,,,,,,,
ATLAS4-CHEST-R8-A_Reward,,,,,,,,,,,ATLAS4-CHEST-R8-A:1,,,,,,,
ATLAS4-GLOVES-R8-A_Reward,,,,,,,,,,,ATLAS4-GLOVES-R8-A:1,,,,,,,
ATLAS4-HEAD-R8-A_Reward,,,,,,,,,,,ATLAS4-HEAD-R8-A:1,,,,,,,
ATLAS4-PANTS-R8-A_Reward,,,,,,,,,,,ATLAS4-PANTS-R8-A:1,,,,,,,
ATLAS4-RINGS-R8-A_Reward,,,,,,,,,,,ATLAS4-RINGS-R8-A:1,,,,,,,
ATLAS4-SHIELD-R8-A_Reward,,,,,,,,,,,ATLAS4-SHIELD-R8-A:1,,,,,,,
ATLAS4-WEAPONS-R8-A_Reward,,,,,,,,,,,ATLAS4-WEAPONS-R8-A:1,,,,,,,
ATLAS5-BOOTS-R8-A_Reward,,,,,,,,,,,ATLAS5-BOOTS-R8-A:1,,,,,,,
ATLAS5-CHEST-R8-A_Reward,,,,,,,,,,,ATLAS5-CHEST-R8-A:1,,,,,,,
ATLAS5-GLOVES-R8-A_Reward,,,,,,,,,,,ATLAS5-GLOVES-R8-A:1,,,,,,,
ATLAS5-HEAD-R8-A_Reward,,,,,,,,,,,ATLAS5-HEAD-R8-A:1,,,,,,,
ATLAS5-PANTS-R8-A_Reward,,,,,,,,,,,ATLAS5-PANTS-R8-A:1,,,,,,,
ATLAS5-RINGS-R8-A_Reward,,,,,,,,,,,ATLAS5-RINGS-R8-A:1,,,,,,,
ATLAS5-SHIELD-R8-A_Reward,,,,,,,,,,,ATLAS5-SHIELD-R8-A:1,,,,,,,
ATLAS5-WEAPONS-R8-A_Reward,,,,,,,,,,,ATLAS5-WEAPONS-R8-A:1,,,,,,,
